Geneid	Chr	Start	End	Strand	Length	NF54-24h_S6_L001.bam	NF54-24h_S8_L001.bam	PB58-24h-14_S2.bam	PB58-24h_S3_L001.bam
PF3D7_1308200	Pf3D7_13_v3	361166	368495	-	7330	3636	3756	2706	5530
PF3D7_0222200	Pf3D7_02_v3	881469	882267	-	799	0	0	0	0
PF3D7_1302000	Pf3D7_13_v3	112792	113815	-	1024	373	442	450	314
PF3D7_1032600	Pf3D7_10_v3	1308873	1309925	+	1053	5	6	5	4
PF3D7_1241800	Pf3D7_12_v3	1780012	1782648	-	2637	643	489	383	573
PF3D7_1025600	Pf3D7_10_v3	1088214	1088417	+	204	74	4	35	14
PF3D7_1219700	Pf3D7_12_v3	792877	793449	-	573	6	3	13	3
PF3D7_0531500	Pf3D7_05_v3	1288559	1289308	+	750	0	0	0	1
PF3D7_1039000	Pf3D7_10_v3	1568709	1571815	+	3107	994	1239	890	1082
PF3D7_1364400	Pf3D7_13_v3	2585032	2594829	+	9798	237	268	184	283
PF3D7_0323700	Pf3D7_03_v3	991544	993625	-	2082	294	220	315	241
PF3D7_1337600	Pf3D7_13_v3	1524111	1524192	-	82	0	0	0	0
PF3D7_0208600	Pf3D7_02_v3	354621	356117	+	1497	156	28	69	89
PF3D7_1027600	Pf3D7_10_v3	1148316	1150168	-	1853	19	16	14	15
PF3D7_0713100	Pf3D7_07_v3	605653	606440	+	788	48	69	1	13
PF3D7_0908000	Pf3D7_09_v3	369870	371554	-	1685	42	73	50	18
PF3D7_1203900	Pf3D7_12_v3	194144	195462	+	1319	307	89	141	109
PF3D7_0618800	Pf3D7_06_v3	779849	783296	-	3448	7	11	16	15
PF3D7_0210900	Pf3D7_02_v3	442080	442934	-	855	811	492	501	564
PF3D7_1254600	Pf3D7_12_v3	2221835	2222848	+	1014	0	2	0	1
PF3D7_1224400	Pf3D7_12_v3	994255	996438	+	2184	95	223	169	252
PF3D7_0306200	Pf3D7_03_v3	292943	294548	+	1606	173	103	131	143
PF3D7_1369700	Pf3D7_13_v3	2778005	2779071	-	1067	63	71	69	123
PF3D7_1239500	Pf3D7_12_v3	1648667	1651687	+	3021	39	8	30	21
PF3D7_1478800	Pf3D7_14_v3	3242909	3243629	-	721	14	40	55	34
PF3D7_1427500	Pf3D7_14_v3	1081773	1084208	+	2436	183	29	82	76
PF3D7_0627100	Pf3D7_06_v3	1089190	1094328	+	5139	398	306	371	274
PF3D7_1009300	Pf3D7_10_v3	377906	379708	-	1803	26	19	16	53
PF3D7_1113600	Pf3D7_11_v3	527572	528702	+	1131	108	116	97	92
PF3D7_0804900	Pf3D7_08_v3	279711	281186	-	1476	190	104	94	117
PF3D7_1146600	Pf3D7_11_v3	1834401	1838773	+	4373	101	33	48	96
PF3D7_0316300	Pf3D7_03_v3	658272	661643	+	3372	401	47	189	185
PF3D7_1368100	Pf3D7_13_v3	2710406	2711718	-	1313	185	97	83	86
PF3D7_1467600	Pf3D7_14_v3	2757665	2764150	-	6486	1528	1348	1112	2016
PF3D7_1432600	Pf3D7_14_v3	1285667	1289254	-	3588	33	40	34	60
PF3D7_1102700	Pf3D7_11_v3	128789	129064	+	276	839	1066	1989	839
PF3D7_1111200	Pf3D7_11_v3	439698	441680	-	1983	126	65	65	110
PF3D7_1316400	Pf3D7_13_v3	683084	684476	+	1393	2	2	0	2
PF3D7_0714000	Pf3D7_07_v3	643101	643472	-	372	758	359	532	397
PF3D7_0816900	Pf3D7_08_v3	770946	771773	+	828	1	0	0	0
PF3D7_1343100	Pf3D7_13_v3	1699683	1700630	-	948	16	2	21	8
PF3D7_0932600	Pf3D7_09_v3	1297285	1298239	-	955	12	3	11	6
PF3D7_0307100	Pf3D7_03_v3	312693	313342	-	650	2478	1126	1434	1192
PF3D7_0111600	Pf3D7_01_v3	442543	443289	-	747	11	4	8	7
PF3D7_0900900	Pf3D7_09_v3	55074	56081	-	1008	2	2	0	1
PF3D7_0924200	Pf3D7_09_v3	981152	984334	+	3183	96	80	110	115
PF3D7_0405300	Pf3D7_04_v3	282403	288297	-	5895	10	13	26	40
PF3D7_1401600	Pf3D7_14_v3	61364	62988	-	1625	331	411	638	385
PF3D7_0614900	Pf3D7_06_v3	617762	621536	+	3775	26	4	26	16
PF3D7_1340900	Pf3D7_13_v3	1627311	1629480	+	2170	530	423	490	370
PF3D7_0209700	Pf3D7_02_v3	400153	401859	-	1707	309	505	431	604
PF3D7_1227900	Pf3D7_12_v3	1138608	1140302	+	1695	25	36	40	29
PF3D7_1031200	Pf3D7_10_v3	1257384	1258478	+	1095	22	7	30	17
PF3D7_1030400	Pf3D7_10_v3	1241767	1242977	-	1211	13	8	26	19
PF3D7_0108800	Pf3D7_01_v3	357834	360339	+	2506	93	42	55	56
PF3D7_1401700	Pf3D7_14_v3	66269	67081	-	813	4	5	15	25
PF3D7_1476600	Pf3D7_14_v3	3151970	3154923	+	2954	302	249	213	384
PF3D7_0415400	Pf3D7_04_v3	686414	687040	-	627	66	84	62	101
PF3D7_0626000	Pf3D7_06_v3	1048710	1053965	-	5256	191	509	330	615
PF3D7_1253300	Pf3D7_12_v3	2175329	2176087	+	759	43	47	170	70
PF3D7_0106400	Pf3D7_01_v3	272454	273404	+	951	178	232	260	292
PF3D7_0603000	Pf3D7_06_v3	122634	124412	+	1779	82	73	48	72
PF3D7_0610900	Pf3D7_06_v3	456747	460589	-	3843	468	359	398	423
PF3D7_1105000	Pf3D7_11_v3	221818	222129	-	312	554	312	466	348
PF3D7_1338600	Pf3D7_13_v3	1556659	1559734	-	3076	246	31	110	117
PF3D7_0722300	Pf3D7_07_v3	949449	953114	-	3666	215	190	176	186
PF3D7_1410200	Pf3D7_14_v3	400418	402994	+	2577	1457	1185	1103	1467
PF3D7_0525800	Pf3D7_05_v3	1071247	1072149	+	903	31	6	52	9
PF3D7_0606300	Pf3D7_06_v3	262826	263194	+	369	2	3	0	1
PF3D7_1026200	Pf3D7_10_v3	1103464	1105230	-	1767	93	37	62	65
PF3D7_1200700	Pf3D7_12_v3	61556	64336	-	2781	1067	955	2870	1339
PF3D7_1347900	Pf3D7_13_v3	1912948	1918904	-	5957	104	7	30	22
PF3D7_0200500	Pf3D7_02_v3	41515	42858	-	1344	1	0	0	0
PF3D7_1317800	Pf3D7_13_v3	740527	741454	+	928	2804	1491	2459	1925
PF3D7_1010500	Pf3D7_10_v3	417705	419318	+	1614	4	0	0	3
PF3D7_1243800	Pf3D7_12_v3	1831484	1832949	-	1466	144	127	139	169
PF3D7_1301400	Pf3D7_13_v3	82718	84018	+	1301	1397	2562	1906	2217
PF3D7_0526300	Pf3D7_05_v3	1085623	1086594	-	972	148	93	110	120
PF3D7_0821000	Pf3D7_08_v3	948745	950899	+	2155	94	7	36	20
PF3D7_0732400	Pf3D7_07_v3	1399452	1400682	-	1231	2	2	0	1
PF3D7_0803600	Pf3D7_08_v3	223762	230209	+	6448	159	155	179	175
PF3D7_1338800	Pf3D7_13_v3	1564932	1567660	-	2729	52	4	34	13
PF3D7_1203500	Pf3D7_12_v3	182298	183968	-	1671	233	157	178	158
PF3D7_1029800	Pf3D7_10_v3	1211658	1212971	-	1314	114	6	49	41
PF3D7_0419100	Pf3D7_04_v3	852510	853566	+	1057	18	7	11	6
PF3D7_1147000	Pf3D7_11_v3	1858329	1867357	-	9029	4	0	11	5
PF3D7_0401100	Pf3D7_04_v3	76033	76245	-	213	0	0	0	0
mal_rna_19	Pf_M76611	5855	5954	-	100	3	0	0	0
PF3D7_1448700	Pf3D7_14_v3	1999648	2000649	+	1002	29	48	27	65
PF3D7_1445300	Pf3D7_14_v3	1860148	1862095	+	1948	80	23	70	67
PF3D7_0213600	Pf3D7_02_v3	546482	555294	-	8813	25	7	13	33
PF3D7_1454400	Pf3D7_14_v3	2234143	2236476	+	2334	1711	970	1213	1062
PF3D7_0717300	Pf3D7_07_v3	748990	750699	+	1710	247	198	222	236
PF3D7_0609400	Pf3D7_06_v3	399813	401624	-	1812	113	85	117	119
PF3D7_0509100	Pf3D7_05_v3	381077	386203	+	5127	241	24	104	72
PF3D7_1030200	Pf3D7_10_v3	1230561	1231913	-	1353	17	4	45	20
PF3D7_1470500	Pf3D7_14_v3	2882766	2886082	+	3317	13	3	14	15
PF3D7_1217100	Pf3D7_12_v3	675456	677576	-	2121	26	4	11	14
PF3D7_0717600	Pf3D7_07_v3	758720	762877	-	4158	62	7	42	17
PF3D7_1312300	Pf3D7_13_v3	519599	520441	-	843	30	2	13	11
PF3D7_0701600	Pf3D7_07_v3	71049	71860	+	812	225	308	6	32
PF3D7_1463500	Pf3D7_14_v3	2577974	2579379	+	1406	41	36	92	34
PF3D7_0414000	Pf3D7_04_v3	626891	633126	-	6236	403	70	157	176
PF3D7_1212000	Pf3D7_12_v3	534912	535915	-	1004	112	49	94	63
PF3D7_1404900	Pf3D7_14_v3	170000	170893	+	894	447	480	416	496
PF3D7_0316900	Pf3D7_03_v3	679234	681277	-	2044	226	282	205	307
PF3D7_1115000	Pf3D7_11_v3	570017	570714	+	698	102	16	31	24
PF3D7_0501900	Pf3D7_05_v3	95161	96633	-	1473	8	10	22	21
PF3D7_0610000	Pf3D7_06_v3	433008	434178	+	1171	68	1	26	13
PF3D7_1131500	Pf3D7_11_v3	1210686	1211456	-	771	14	1	7	5
PF3D7_1122400	Pf3D7_11_v3	849335	852570	+	3236	199	143	168	207
PF3D7_1115300	Pf3D7_11_v3	581250	582698	-	1449	163	181	257	176
PF3D7_0811300	Pf3D7_08_v3	567824	573148	+	5325	2455	1393	1710	1474
PF3D7_1025500	Pf3D7_10_v3	1067652	1086992	-	19341	28	5	14	13
PF3D7_1458600	Pf3D7_14_v3	2406668	2410159	+	3492	120	139	127	129
PF3D7_1456700	Pf3D7_14_v3	2323772	2325826	-	2055	224	93	226	88
PF3D7_0529300	Pf3D7_05_v3	1196315	1197389	+	1075	27	6	11	13
PF3D7_0526400	Pf3D7_05_v3	1088423	1089508	+	1086	10	1	7	7
PF3D7_0604000	Pf3D7_06_v3	163828	169860	-	6033	21	5	11	19
PF3D7_1305900	Pf3D7_13_v3	279990	281701	-	1712	154	86	105	114
PF3D7_1426400	Pf3D7_14_v3	1026262	1027144	-	883	0	0	1	0
PF3D7_1141000	Pf3D7_11_v3	1644911	1647382	+	2472	0	3	4	1
PF3D7_1433800	Pf3D7_14_v3	1350313	1358379	-	8067	32	15	40	41
PF3D7_0303800	Pf3D7_03_v3	194430	196211	+	1782	145	52	73	82
PF3D7_1472600	Pf3D7_14_v3	2962986	2965086	-	2101	11	5	19	6
PF3D7_0525300	Pf3D7_05_v3	1052468	1053913	-	1446	2	0	5	4
PF3D7_API01700	Pf3D7_API_v3	3507	4151	+	645	0	0	0	0
PF3D7_1401500	Pf3D7_14_v3	57172	58293	-	1122	79	59	80	71
PF3D7_0702200	Pf3D7_07_v3	91867	93141	-	1275	188	446	364	281
PF3D7_0830500	Pf3D7_08_v3	1296134	1298328	-	2195	143	223	562	154
PF3D7_0502300	Pf3D7_05_v3	107075	107938	-	864	4	0	1	0
PF3D7_1425800	Pf3D7_14_v3	1009010	1011910	+	2901	34	14	30	26
PF3D7_1120200	Pf3D7_11_v3	765033	765625	+	593	60	43	42	32
PF3D7_0727200	Pf3D7_07_v3	1156748	1158409	-	1662	319	193	237	213
PF3D7_1425000	Pf3D7_14_v3	982349	982520	+	172	0	1	1	0
PF3D7_1445800	Pf3D7_14_v3	1878658	1882577	-	3920	9	2	7	9
PF3D7_1405300	Pf3D7_14_v3	181955	185032	+	3078	15	18	27	15
PF3D7_1116200	Pf3D7_11_v3	615744	617186	-	1443	26	6	33	16
PF3D7_1119700	Pf3D7_11_v3	744874	745932	+	1059	2	3	13	2
PF3D7_1471600	Pf3D7_14_v3	2926134	2929673	+	3540	10	1	7	3
PF3D7_0519500	Pf3D7_05_v3	801450	809127	-	7678	566	260	348	368
PF3D7_1126100	Pf3D7_11_v3	1018366	1022495	-	4130	56	19	33	23
PF3D7_1101400	Pf3D7_11_v3	76820	78000	-	1181	0	0	1	0
PF3D7_API03900	Pf3D7_API_v3	13246	13332	+	87	0	0	0	0
PF3D7_1431900	Pf3D7_14_v3	1253540	1256878	+	3339	12	5	16	21
PF3D7_1234200	Pf3D7_12_v3	1427398	1433600	+	6203	175	68	81	141
PF3D7_1104300	Pf3D7_11_v3	190800	194358	-	3559	56	10	24	21
PF3D7_1337800	Pf3D7_13_v3	1528502	1530208	-	1707	4	4	13	2
PF3D7_1440200	Pf3D7_14_v3	1639477	1647167	+	7691	59	24	23	31
PF3D7_1119000	Pf3D7_11_v3	718650	719765	-	1116	268	91	153	195
PF3D7_1440300	Pf3D7_14_v3	1639477	1641760	+	2284	0	0	0	0
PF3D7_1361500	Pf3D7_13_v3	2465491	2467982	-	2492	20	0	27	7
PF3D7_0513200	Pf3D7_05_v3	559513	568384	+	8872	490	531	532	671
PF3D7_0109800	Pf3D7_01_v3	380697	382424	+	1728	133	169	133	145
PF3D7_1120100	Pf3D7_11_v3	761695	762818	+	1124	4540	2255	3788	2472
PF3D7_0604500	Pf3D7_06_v3	189012	198078	+	9067	2920	2743	2153	3705
PF3D7_1231200	Pf3D7_12_v3	1278460	1279611	-	1152	6	0	10	5
PF3D7_1225900	Pf3D7_12_v3	1050280	1052400	-	2121	16	20	11	31
PF3D7_1235900	Pf3D7_12_v3	1497687	1501411	-	3725	447	312	333	391
PF3D7_1333000	Pf3D7_13_v3	1355285	1357194	+	1910	347	148	243	257
PF3D7_0914000	Pf3D7_09_v3	597694	600561	+	2868	88	74	66	84
PF3D7_1016400	Pf3D7_10_v3	656709	659027	-	2319	1565	1157	1381	1373
PF3D7_0108400	Pf3D7_01_v3	344400	346540	-	2141	82	38	45	35
PF3D7_0817700	Pf3D7_08_v3	805797	813465	-	7669	40	9	25	8
PF3D7_0607300	Pf3D7_06_v3	304638	306042	+	1405	22	1	7	6
PF3D7_0111500	Pf3D7_01_v3	439652	441418	-	1767	150	28	31	56
PF3D7_0101500	Pf3D7_01_v3	78241	79891	+	1651	0	0	0	0
PF3D7_1103300	Pf3D7_11_v3	144841	144939	-	99	0	0	1	0
PF3D7_1348400	Pf3D7_13_v3	1935596	1947380	-	11785	159	53	121	113
PF3D7_1243300	Pf3D7_12_v3	1816069	1816448	-	380	1	1	3	0
PF3D7_1228000	Pf3D7_12_v3	1140943	1141386	+	444	22	5	10	5
PF3D7_1314700	Pf3D7_13_v3	626481	628675	-	2195	182	58	121	108
PF3D7_1139800	Pf3D7_11_v3	1585393	1592034	-	6642	63	86	79	80
PF3D7_0701300	Pf3D7_07_v3	62220	63401	-	1182	0	0	0	0
PF3D7_1403800	Pf3D7_14_v3	136530	141420	-	4891	14	17	22	50
PF3D7_0520300	Pf3D7_05_v3	838428	839083	+	656	84	77	76	91
PF3D7_1227100	Pf3D7_12_v3	1093543	1095771	-	2229	653	263	309	432
PF3D7_0404900	Pf3D7_04_v3	267244	268380	-	1137	67	63	100	83
PF3D7_1415000	Pf3D7_14_v3	606380	607348	-	969	27	1	13	6
PF3D7_1113800	Pf3D7_11_v3	531177	533285	-	2109	22	11	18	39
PF3D7_0505000	Pf3D7_05_v3	209062	218189	-	9128	146	86	69	70
PF3D7_1324700	Pf3D7_13_v3	1034900	1035637	+	738	59	61	82	57
PF3D7_0506700	Pf3D7_05_v3	280886	283345	+	2460	89	49	78	30
PF3D7_0104800	Pf3D7_01_v3	215776	217509	+	1734	35	7	53	18
PF3D7_1123000	Pf3D7_11_v3	895967	903370	-	7404	466	364	417	358
PF3D7_1308500	Pf3D7_13_v3	393857	394936	-	1080	41	11	13	16
PF3D7_1368800	Pf3D7_13_v3	2731041	2736143	-	5103	67	8	72	39
PF3D7_0616700	Pf3D7_06_v3	691769	693319	-	1551	28	20	25	17
PF3D7_1367000	Pf3D7_13_v3	2679415	2680425	-	1011	285	92	125	106
PF3D7_0915800	Pf3D7_09_v3	663918	664571	+	654	2	0	8	4
PF3D7_0915000	Pf3D7_09_v3	639658	641259	-	1602	47	11	38	24
PF3D7_0911900	Pf3D7_09_v3	538221	539872	-	1652	960	908	1117	1235
PF3D7_1425300	Pf3D7_14_v3	985365	987755	-	2391	62	6	52	21
PF3D7_1222500	Pf3D7_12_v3	899198	901076	-	1879	47	47	101	44
PF3D7_1026100	Pf3D7_10_v3	1101818	1103158	+	1341	53	13	25	30
PF3D7_1354700	Pf3D7_13_v3	2178639	2179862	-	1224	2	0	2	4
PF3D7_1222200	Pf3D7_12_v3	881970	882114	-	145	0	0	3	3
PF3D7_1412100	Pf3D7_14_v3	484438	487308	+	2871	191	61	80	111
PF3D7_1401900	Pf3D7_14_v3	74188	76793	-	2606	5	6	9	14
PF3D7_1101000	Pf3D7_11_v3	64441	64842	+	402	0	0	0	0
PF3D7_0523700	Pf3D7_05_v3	980754	985354	-	4601	15	21	15	27
PF3D7_1023500	Pf3D7_10_v3	987017	987310	-	294	1	4	4	5
PF3D7_1024900	Pf3D7_10_v3	1040289	1045004	-	4716	118	29	40	67
PF3D7_1400900	Pf3D7_14_v3	30083	31008	-	926	0	0	0	0
PF3D7_1130000	Pf3D7_11_v3	1159366	1162188	-	2823	143	106	186	195
PF3D7_0705800	Pf3D7_07_v3	287597	289088	-	1492	23	4	16	14
PF3D7_0517800	Pf3D7_05_v3	745798	746634	-	837	9	2	13	5
PF3D7_1433300	Pf3D7_14_v3	1310041	1311834	+	1794	34	28	31	27
PF3D7_1361000	Pf3D7_13_v3	2445090	2447264	-	2175	82	108	100	125
PF3D7_0831500	Pf3D7_08_v3	1353456	1354669	+	1214	430	655	414	791
PF3D7_1351300	Pf3D7_13_v3	2048381	2049656	-	1276	0	3	4	3
PF3D7_0725200	Pf3D7_07_v3	1070980	1071737	+	758	185	93	185	112
PF3D7_0802000	Pf3D7_08_v3	146089	150282	+	4194	4315	2798	2670	2514
PF3D7_0222500	Pf3D7_02_v3	889660	890745	+	1086	0	0	0	0
PF3D7_0318900	Pf3D7_03_v3	791840	793481	-	1642	291	218	219	245
PF3D7_1435100	Pf3D7_14_v3	1415941	1417020	-	1080	23	5	14	12
PF3D7_1351900	Pf3D7_13_v3	2067529	2068767	-	1239	183	142	181	185
PF3D7_1452800	Pf3D7_14_v3	2170461	2171690	+	1230	37	20	22	41
PF3D7_0406700	Pf3D7_04_v3	347458	351499	+	4042	30	5	15	16
PF3D7_1307500	Pf3D7_13_v3	338189	338455	-	267	5	1	9	7
PF3D7_1037300	Pf3D7_10_v3	1477940	1478845	-	906	2213	1563	2249	1821
PF3D7_1118400	Pf3D7_11_v3	699869	700789	-	921	32	33	57	43
PF3D7_1348500	Pf3D7_13_v3	1950400	1951847	+	1448	69	7	23	7
PF3D7_1024100	Pf3D7_10_v3	1017201	1020515	-	3315	56	9	34	30
PF3D7_1007100	Pf3D7_10_v3	286522	287473	-	952	9	13	21	8
PF3D7_0300700	Pf3D7_03_v3	61445	62714	+	1270	2	0	0	0
PF3D7_1006400	Pf3D7_10_v3	267219	269831	-	2613	32	4	19	12
PF3D7_0808400	Pf3D7_08_v3	423527	424536	+	1010	13	28	34	45
PF3D7_1014700	Pf3D7_10_v3	595308	596222	+	915	496	167	256	295
PF3D7_1307600	Pf3D7_13_v3	339927	341888	-	1962	126	28	79	59
PF3D7_0531700	Pf3D7_05_v3	1291693	1292051	+	359	0	0	0	0
PF3D7_1344300	Pf3D7_13_v3	1774275	1779042	-	4768	100	112	210	77
PF3D7_0924900	Pf3D7_09_v3	1010380	1011822	+	1443	1	0	4	0
PF3D7_0324500	Pf3D7_03_v3	1018874	1019973	+	1100	2	0	0	0
PF3D7_0821500	Pf3D7_08_v3	967901	968740	-	840	60	96	94	116
PF3D7_0921500	Pf3D7_09_v3	875602	876867	+	1266	3	2	3	2
PF3D7_1007700	Pf3D7_10_v3	301126	305919	-	4794	2484	1190	538	1551
PF3D7_1336800	Pf3D7_13_v3	1486456	1487616	+	1161	513	322	367	358
PF3D7_0529800	Pf3D7_05_v3	1213533	1219376	+	5844	131	21	68	55
PF3D7_1366100	Pf3D7_13_v3	2636732	2637240	+	509	27	13	64	61
PF3D7_1310100	Pf3D7_13_v3	450398	453415	+	3018	12	3	9	20
PF3D7_0805300	Pf3D7_08_v3	293113	296871	-	3759	7	1	2	2
PF3D7_1117400	Pf3D7_11_v3	664163	665356	+	1194	146	41	108	57
PF3D7_1437500	Pf3D7_14_v3	1521105	1521920	+	816	15	3	22	11
PF3D7_1312100	Pf3D7_13_v3	513068	517326	-	4259	3	2	11	19
PF3D7_0801300	Pf3D7_08_v3	101954	102826	-	873	15	2	15	9
PF3D7_1000600	Pf3D7_10_v3	51349	52599	-	1251	24	10	9	28
PF3D7_0617900	Pf3D7_06_v3	754395	754805	+	411	968	464	322	515
PF3D7_1350800	Pf3D7_13_v3	2025366	2026106	-	741	0	0	2	2
PF3D7_1324300	Pf3D7_13_v3	1002748	1019303	-	16556	84	35	51	87
PF3D7_1248600	Pf3D7_12_v3	1988237	1990745	+	2509	97	63	90	205
PF3D7_1108200	Pf3D7_11_v3	361408	361902	+	495	50	39	49	37
PF3D7_API05500	Pf3D7_API_v3	27203	27274	-	72	0	0	0	0
PF3D7_0808100	Pf3D7_08_v3	409936	415168	+	5233	103	87	51	113
PF3D7_0715000	Pf3D7_07_v3	673451	674419	+	969	150	112	165	146
PF3D7_1354400	Pf3D7_13_v3	2169314	2170416	-	1103	301	192	200	197
PF3D7_0724900	Pf3D7_07_v3	1052465	1058158	+	5694	15	2	16	3
PF3D7_0217300	Pf3D7_02_v3	715798	716549	-	752	41	39	45	28
PF3D7_0722000	Pf3D7_07_v3	941776	942513	+	738	132	107	117	154
PF3D7_1334700	Pf3D7_13_v3	1411100	1411708	-	609	60	106	139	61
PF3D7_1322500	Pf3D7_13_v3	953154	955789	+	2636	31	8	34	16
PF3D7_0412100	Pf3D7_04_v3	540188	541198	-	1011	97	17	39	23
PF3D7_1464600	Pf3D7_14_v3	2619679	2624187	+	4509	1554	1711	1224	1834
PF3D7_1040700	Pf3D7_10_v3	1622368	1623684	+	1317	1	3	0	0
PF3D7_0927200	Pf3D7_09_v3	1107143	1112656	+	5514	31	8	42	24
PF3D7_1420500	Pf3D7_14_v3	849819	853349	-	3531	1	1	4	2
PF3D7_1135000	Pf3D7_11_v3	1372311	1373859	+	1549	8	3	16	7
PF3D7_0917800	Pf3D7_09_v3	734629	735942	+	1314	3	6	9	2
PF3D7_0901700	Pf3D7_09_v3	82002	82998	-	997	68	45	50	46
PF3D7_0111900	Pf3D7_01_v3	450043	450646	-	604	68	13	20	22
PF3D7_0300100	Pf3D7_03_v3	36965	44482	+	7518	125	35	52	34
PF3D7_0223100	Pf3D7_02_v3	904551	905775	+	1225	19	40	2	2
PF3D7_0821800	Pf3D7_08_v3	976074	976644	+	571	569	479	539	460
PF3D7_0804800	Pf3D7_08_v3	278381	279034	+	654	149	130	181	98
PF3D7_1034800	Pf3D7_10_v3	1380028	1382249	+	2222	57	8	24	31
PF3D7_1407900	Pf3D7_14_v3	288297	289655	+	1359	908	839	949	644
PF3D7_1254200	Pf3D7_12_v3	2207830	2209115	+	1286	4	15	1	2
PF3D7_0218100	Pf3D7_02_v3	741014	742459	+	1446	2	1	6	5
PF3D7_1428700	Pf3D7_14_v3	1129470	1130771	-	1302	80	55	63	59
PF3D7_1462000	Pf3D7_14_v3	2518392	2518757	-	366	0	0	3	0
PF3D7_0826100	Pf3D7_08_v3	1113369	1139144	-	25776	2210	2246	1658	2718
PF3D7_API03600	Pf3D7_API_v3	10596	12899	+	2304	0	0	1	0
PF3D7_1222000	Pf3D7_12_v3	876916	878625	-	1710	27	8	14	13
PF3D7_0807600	Pf3D7_08_v3	389596	394259	-	4664	1324	1211	1336	1568
PF3D7_1023600	Pf3D7_10_v3	987358	990148	-	2791	2	1	4	3
PF3D7_1141600	Pf3D7_11_v3	1668302	1669081	-	780	29	9	15	15
PF3D7_0520900	Pf3D7_05_v3	857038	858477	+	1440	2918	783	1434	1000
PF3D7_1104600	Pf3D7_11_v3	202330	204261	+	1932	5	3	5	3
PF3D7_1469400	Pf3D7_14_v3	2845203	2846516	+	1314	91	162	175	145
PF3D7_1400800	Pf3D7_14_v3	27321	28428	-	1108	0	0	0	0
PF3D7_0712900	Pf3D7_07_v3	590326	597733	-	7408	6	8	3	1
PF3D7_0724100	Pf3D7_07_v3	1013295	1016449	-	3155	529	309	321	377
PF3D7_0804100	Pf3D7_08_v3	239057	239141	+	85	0	0	0	0
PF3D7_1215300	Pf3D7_12_v3	629009	629667	-	659	305	90	118	143
PF3D7_0105600	Pf3D7_01_v3	230289	234402	-	4114	52	43	69	43
PF3D7_API05000	Pf3D7_API_v3	26791	26864	-	74	0	0	0	0
PF3D7_1010800	Pf3D7_10_v3	424866	425765	-	900	31	21	16	25
PF3D7_1417000	Pf3D7_14_v3	688592	689740	+	1149	7	0	2	2
PF3D7_0419900	Pf3D7_04_v3	878022	893866	+	15845	737	991	1166	1099
PF3D7_1350900	Pf3D7_13_v3	2027073	2028638	-	1566	18	17	18	20
PF3D7_1347500	Pf3D7_13_v3	1897983	1899362	-	1380	8149	3118	5445	3760
PF3D7_0815200	Pf3D7_08_v3	717113	719746	+	2634	957	482	428	487
PF3D7_1321400	Pf3D7_13_v3	887271	889699	+	2429	44	33	39	23
PF3D7_1438800	Pf3D7_14_v3	1571039	1574161	+	3123	19	4	19	14
PF3D7_0602200	Pf3D7_06_v3	97890	98951	+	1062	220	104	132	115
PF3D7_1332900	Pf3D7_13_v3	1350042	1353860	-	3819	1228	956	804	1141
PF3D7_1343300	Pf3D7_13_v3	1707731	1710679	-	2949	447	161	292	307
PF3D7_0922300	Pf3D7_09_v3	905998	908357	+	2360	16	1	5	6
PF3D7_1007800	Pf3D7_10_v3	311397	314516	-	3120	28	33	49	88
PF3D7_1417300	Pf3D7_14_v3	709670	713309	+	3640	4	3	12	7
PF3D7_1106400	Pf3D7_11_v3	267547	267897	+	351	8	0	1	7
PF3D7_1025100	Pf3D7_10_v3	1052844	1055333	+	2490	118	74	113	53
PF3D7_1442700	Pf3D7_14_v3	1742113	1749790	+	7678	15	5	12	20
PF3D7_0609600	Pf3D7_06_v3	408041	412002	+	3962	2	1	2	4
PF3D7_1027800	Pf3D7_10_v3	1153271	1154431	-	1161	5933	2752	4238	2836
PF3D7_1040900	Pf3D7_10_v3	1628914	1630023	+	1110	2	1	0	2
PF3D7_1455600	Pf3D7_14_v3	2271529	2277243	-	5715	9	3	12	8
PF3D7_0114300	Pf3D7_01_v3	552640	553797	+	1158	4	1	0	1
PF3D7_1357500	Pf3D7_13_v3	2281492	2284212	+	2721	132	77	88	110
PF3D7_0832250	Pf3D7_08_v3	1394403	1394886	+	484	0	0	0	3
PF3D7_0721900	Pf3D7_07_v3	939715	940250	-	536	109	75	99	106
PF3D7_0825600	Pf3D7_08_v3	1100816	1101073	-	258	15	4	10	7
PF3D7_0915100	Pf3D7_09_v3	643232	644043	-	812	155	91	66	90
PF3D7_1212300	Pf3D7_12_v3	543518	548532	+	5015	116	13	61	56
PF3D7_0702100	Pf3D7_07_v3	88685	90886	+	2202	15	15	33	25
PF3D7_0719000	Pf3D7_07_v3	838135	838596	+	462	125	95	118	132
PF3D7_1131100	Pf3D7_11_v3	1195988	1198309	-	2322	32	23	48	11
PF3D7_0907200	Pf3D7_09_v3	345892	349293	+	3402	143	195	174	218
PF3D7_0917500	Pf3D7_09_v3	726703	728748	+	2046	168	15	68	51
PF3D7_0616400	Pf3D7_06_v3	678387	683429	+	5043	23	23	25	62
PF3D7_0922500	Pf3D7_09_v3	913230	914480	+	1251	4041	1321	2099	1162
PF3D7_0808300	Pf3D7_08_v3	421493	422640	+	1148	62	49	82	33
